Date,Open,High,Low,Close,Volume
2015-01-01,0.05351288237821206,0.049112901603059644,0.05934944198636771,0.05260841875947064,0.003182620406569959
2015-01-02,0.05124643416873226,0.052436185387234824,0.06070894277761024,0.057394022895662866,0.009535290228275109
2015-01-05,0.055495804774007895,0.053678334972313835,0.05703365637360741,0.051860151717990965,0.018952190360000003
2015-01-06,0.04814474124675361,0.04385358295646968,0.045044253181374894,0.03863914812497826,0.026562323042836435
2015-01-07,0.03977369579879464,0.03692195123904052,0.040433890055095456,0.03455904657625747,0.028978181168945804
2015-01-08,0.035864411426298315,0.032738083362614745,0.042289310752414544,0.03824371000980126,0.01680586974825237
2015-01-09,0.03764904632578375,0.04257670523683171,0.046460427269850335,0.04791415488344786,0.03535812981474087
2015-01-12,0.0464306348394497,0.043700675822529345,0.05074483033969651,0.04754701938409789,0.01715365202304533
2015-01-13,0.04685563001576876,0.04403378132458191,0.050723674086680326,0.045881224124510955,0.015703623396192683
2015-01-14,0.0462892121049982,0.044228215842126994,0.053613161178647284,0.049276628613696194,0.019325614729437484
2015-01-15,0.04869705264428931,0.05115965498140529,0.05683533307435357,0.051697766568719494,0.0559568017997477
2015-01-16,0.05021255213261916,0.046059880973020995,0.05131860421300327,0.05071653528426784,0.059183773027817174
2015-01-19,0.049121843321910885,0.04689240180254889,0.05396708964964858,0.047730609314506234,0.011914617462457405
2015-01-20,0.04685573237284807,0.04397838823310202,0.0511699124859209,0.04624132833137096,0.022411190719307583
2015-01-21,0.04713898654747278,0.042868216827992744,0.051878064669242496,0.048126003068216516,0.02527448975755172
2015-01-22,0.04636001727705752,0.04276418844903995,0.05290496958253266,0.04809075788283301,0.023032329543834863
2015-01-23,0.04600571754463173,0.044262695560332965,0.05298976551810419,0.046685874590310816,0.03482094157135029
2015-01-27,0.04648443341145475,0.042595391301839536,0.052767968113895114,0.04717420561699576,0.030142123128155503
2015-01-28,0.04515725645406454,0.04675267490781021,0.05466238269287771,0.05248575930373084,0.03449814215295301
2015-01-29,0.05012449538596142,0.05006190894600304,0.05608150280351998,0.05320002328089779,0.0414589251606825
2015-01-30,0.05334616527151448,0.050937928815862066,0.04999322384144955,0.0443448312636196,0.06513478489715178
2015-02-02,0.04217689932860602,0.04349207978388414,0.04886504742413439,0.04889274666062404,0.03517808957574745
2015-02-03,0.04638486373291073,0.04954750006171876,0.05525845597782153,0.055123913554406656,0.025667463950920302
2015-02-04,0.05438220794531751,0.05047906770014865,0.05454882832715535,0.048906831426337394,0.02453498356882763
2015-02-05,0.04756989024646752,0.053259976595731784,0.05694723090911352,0.054296328210264144,0.05050385579358805
2015-02-06,0.052253526208218826,0.05369120733370086,0.06146753317422948,0.05759954957141056,0.023296047575724083
2015-02-09,0.05345976304854544,0.05011762246437362,0.054250838650339306,0.04870882401921456,0.022614258832303565
2015-02-10,0.046150704208628435,0.04415946662116099,0.04474225862961734,0.03855923094251351,0.04219388487872494
2015-02-11,0.038352127776285494,0.03873676055602193,0.046764690479851156,0.0412116474047699,0.03240155993046264
2015-02-12,0.041864716501415766,0.0377008663204173,0.046729202772809064,0.0415299187484246,0.03433901567909519
2015-02-13,0.04047371907070435,0.04714889288317353,0.04860948378862229,0.05236542882499873,0.04627743391557104
2015-02-16,0.05324695192670259,0.05371897389232494,0.062056446509382246,0.0588797105999862,0.025887263076024764
2015-02-18,0.056801878579270326,0.06039292991014278,0.06351086250122606,0.0660725453713556,0.029247354965653005
2015-02-19,0.0640330027589121,0.06655282628417325,0.07340984846531579,0.07249488800637172,0.028769839149959106
