Date,Close,High,Low,Open,Volume
2015-01-01,988.8800659179688,997.2128147234954,987.1124901489684,997.2128147234954,366830
2015-01-02,1002.0487060546875,1006.5161546727131,990.8412940356772,990.996645615932,925740
2015-01-05,986.821044921875,1009.9934802964826,980.7608127911698,1002.6513598832238,1754242
2015-01-06,950.4405517578125,982.4896576150119,947.8765853523214,982.4896576150119,2423784
2015-01-07,939.2132568359375,963.0849571867487,935.2313996671428,959.5304592119944,2636332
2015-01-08,949.3524169921875,951.372462050959,940.3203999473999,948.808496694894,1565408
2015-01-09,975.9627685546875,978.9151125954319,951.760831304497,953.7032003479754,3197642
2015-01-12,974.9525146484375,982.0616029738521,963.5119821107187,977.7883918849628,1596006
2015-01-13,970.3687133789062,982.9941124812577,963.4539552827957,978.9540227054016,1468432
2015-01-14,979.7119140625,983.5384206210553,971.379166337122,977.4005128990997,1787096
2015-01-15,986.3742065429688,1002.9425819379693,980.2168567347657,984.0044776019662,5009920
2015-01-16,983.6741333007812,988.6660607783537,965.0857143679269,988.1610257474217,5293830
2015-01-19,975.4577026367188,990.9966544907486,972.3499122659128,985.1695475454874,1135074
2015-01-20,971.359619140625,982.8390427386946,964.6778865141752,978.9543034393322,2058566
2015-01-21,976.5457153320312,979.7311823649242,966.6201881520708,979.7311823649242,2310480
2015-01-22,976.44873046875,979.4399609596463,969.436756598829,977.5947096697869,2113214
2015-01-23,972.5828857421875,983.6349445897126,969.6693327151306,976.6229746694848,3150380
2015-01-27,973.9266357421875,978.9674231492008,969.0609924859788,977.9359447917225,2738736
2015-01-28,988.5425415039062,990.6054971637719,974.2569441843162,974.2959073232763,3121980
2015-01-29,990.5079956054688,999.8695056650721,978.1492704104987,987.919513223113,3734392
2015-01-30,966.1409912109375,1002.3218724146034,961.4504950928429,996.7555610681853,5817402
2015-02-02,978.6555786132812,981.4776504781858,958.3561617633762,966.1217060265992,3181802
2015-02-03,995.802001953125,998.4294478685686,975.8918386955805,977.6628558425788,2345054
2015-02-04,978.6943359375,1001.0373173701961,973.9454901837113,999.5971069001502,2245418
2015-02-05,993.5247192382812,1008.8223103180176,980.5237672447519,980.9130184425466,4530168
2015-02-06,1002.6142578125,1010.0295157246043,992.9219363108083,993.7587887781472,2136416
2015-02-09,978.1494750976562,1000.0254724241059,973.1281717442749,997.0671247691841,2076432
2015-02-10,950.2206420898438,983.3459611696728,947.0482824446567,977.0206284159837,3799054
2015-02-11,957.5193481445312,968.1654104719252,952.5953566297794,955.6315361354112,2937522
2015-02-12,958.3951416015625,965.2654847204273,952.4980218574857,965.2654847204273,3107980
2015-02-13,988.21142578125,991.7146863748615,957.6552083814162,961.4504073578287,4158326
2015-02-16,1006.1369018554688,1010.1072465928887,994.5371926955031,996.4834494326763,2364392
2015-02-18,1025.9295654296875,1028.7905988649843,998.5263275589864,1006.2335179076215,2660014
2015-02-19,1043.60205078125,1046.0348710190647,1025.6770122626242,1026.0662635006745,2618002
2015-02-20,1041.4609375,1050.5110267732246,1028.4988551474294,1050.5110267732246,1801588
2015-02-23,1049.6744384765625,1059.5419965527974,1039.6901810406032,1039.6901810406032,1614892
2015-02-24,1052.827392578125,1062.6559873327594,1042.8041721847849,1048.642941345954,2199922
2015-02-25,1040.157470703125,1059.5422075403658,1038.4642842973856,1054.8711911955882,1767994
2015-02-26,1034.026123046875,1048.1559577684363,1021.9204701833979,1042.8037548460277,1991994
2015-02-27,1036.322998046875,1041.5389262535505,1018.397960801105,1035.1941125174667,2877376
2015-03-02,1039.0675048828125,1054.462414621796,1032.5086767226896,1043.0768127525753,2176038
2015-03-03,1080.561279296875,1086.0107958351157,1041.694510830969,1043.9716682544015,3424308
2015-03-04,1068.8839111328125,1094.6134562562916,1057.0700979186554,1085.232463306002,3862994
2015-03-05,1049.596435546875,1078.498338697529,1043.6020047580723,1070.4408574316328,2173514
2015-03-09,1030.2701416015625,1043.1154317805106,1015.9456777895404,1027.623214315857,2883174
2015-03-10,1028.6739501953125,1042.5118469801698,1010.2040029404594,1031.0872882135627,3037052
2015-03-11,1014.6029663085938,1035.3889471275374,1011.1970175299806,1028.4019054966786,2240200
2015-03-12,1019.4683227539062,1021.745385139407,1008.1995200908168,1021.3561339591135,1827636
2015-03-13,1005.1832885742188,1027.6041099147403,1002.3222530623582,1026.84508876835,1586838
2015-03-16,997.3788452148438,1015.9461173180338,993.3695369331886,1006.2926639401675,1556296
2015-03-17,1005.70849609375,1014.6612753820975,995.6074445552633,1005.2414135720721,1267318
2015-03-18,996.2304077148438,1011.8393286880862,993.2525780860694,1008.5306924552664,1255170
2015-03-19,1010.5933837890625,1014.3302331583973,999.6360010012332,1002.7110473338951,2448964
2015-03-20,1016.3153686523438,1019.0596085296945,1003.8204625570445,1010.4960824075962,1963908
2015-03-23,1018.728515625,1024.1196815700525,1014.3884037140086,1018.2809148564262,1566608
2015-03-24,1008.6668701171875,1026.4556347698528,1005.0857773147686,1023.730875784874,2394878
2015-03-25,1001.8355712890625,1017.5029367069876,990.7224272470789,1008.705818981242,2224858
2015-03-26,978.2272338867188,1006.8760653384397,973.5172563290912,993.8751132027552,3091642
2015-03-27,978.8890991210938,1001.1152893082234,974.7241295967146,985.1949506005512,2751776
2015-03-30,998.0988159179688,1000.337011191296,980.9134067451616,982.8596635045766,1339006
2015-03-31,994.1279907226562,1000.1613837612045,981.3021838825983,1000.1613837612045,2427028
2015-04-01,989.7297973632812,997.8846882675497,981.7891087162523,995.7048429363359,2075758
2015-04-06,991.5401611328125,997.612426265319,973.1675131159633,995.705132320229,1568542
2015-04-07,1006.2144165039062,1011.6639336532504,990.2551162808269,997.4367823748051,1886922
2015-04-08,1028.1683349609375,1034.046067541755,1008.491757979152,1009.7178615483955,1652134
2015-04-09,1037.179443359375,1046.0932590245454,1025.7353995221204,1035.019079902624,2544450
2015-04-10,1032.975830078125,1039.6125849876323,1022.9526072332783,1030.932260371894,1815544
2015-04-13,1033.65673828125,1037.3546253133238,1022.9523284515628,1036.9653740467897,1308642
